store,dept,type_no,markdown_type,allocated_spend,attributed_lift,allocated_spend_holiday,attributed_lift_holiday
7,60,1,Markdown Type 1,60.00997669070941,-169.4230406921212,3.7871630527957074,-19.65464217130459
7,60,2,Markdown Type 2,11.960449649909053,28.25447819081632,5.512441176552135,-32.03211027854695
7,60,3,Markdown Type 3,1.8723124276328984,48.09082577690446,1.3460371513714005,34.19873935445141
7,60,4,Markdown Type 4,16.523947991799524,-44.52413937556308,1.0755353398680976,-5.320594600433633
7,60,5,Markdown Type 5,32.03756521652861,-115.55812390003653,1.86176087469256,-8.791392304166216
7,67,1,Markdown Type 1,2468.059542047212,6383.911295493842,207.78699411681302,183.40285538860746
7,67,2,Markdown Type 2,447.5484778627488,1667.1190862295757,170.053406622491,1005.0991058902348
7,67,3,Markdown Type 3,158.3333825653121,71.21597519164393,138.43254261084795,382.6185386802714
7,67,4,Markdown Type 4,628.5418707787244,898.1801825202264,66.03720896271116,-40.30173952987223
7,67,5,Markdown Type 5,1241.8269821601782,1721.123460564714,102.3754498734906,91.31123957075893
7,71,1,Markdown Type 1,1446.2973737955817,1496.0772071600907,85.89741739168332,-405.3748531727665
7,71,2,Markdown Type 2,298.6332589682743,-69.98688193932571,83.0738566136785,-45.76769838870497
7,71,3,Markdown Type 3,285.05125953487914,-715.3749789020019,275.8365196219791,-751.4796801770498
7,71,4,Markdown Type 4,412.01116254514295,-239.81481132827938,24.978020730104447,-106.16714798628995
7,71,5,Markdown Type 5,710.0644054142447,-375.9905349904828,46.7440503608111,-198.94062027518885
7,72,1,Markdown Type 1,27380.697321860996,-22788.225818248553,1930.4417371708746,-4983.053721859341
7,72,2,Markdown Type 2,5576.962064403763,21734.023808416045,2062.518756829642,5050.339187872799
7,72,3,Markdown Type 3,9343.317295150806,37883.000331231895,9120.470665989938,38722.223398978225
7,72,4,Markdown Type 4,7737.472444043435,-18858.84817869417,563.1659344225412,-1637.1718819467662
7,72,5,Markdown Type 5,13870.151590135332,-6737.880142705219,1117.6030238858978,-1376.4269830449086
7,74,1,Markdown Type 1,5094.977328055733,21459.18250426651,298.29943970650686,1430.1314548704595
7,74,2,Markdown Type 2,970.1940070329355,6831.988777974676,287.5805378659232,1998.5079585183867
7,74,3,Markdown Type 3,667.3885429143912,2695.87527056623,629.8272448859087,1846.590398617901
7,74,4,Markdown Type 4,1364.645515384309,5870.274238654964,84.17909530206686,288.30368641550683
7,74,5,Markdown Type 5,2908.2087579491235,16260.059208537614,154.69724101815686,703.206501577747
7,79,1,Markdown Type 1,3431.772804015213,-221.33126577998328,210.5046526280004,-260.9284297916007
7,79,2,Markdown Type 2,649.8825394108009,1130.434939306764,203.13993801305992,539.9838517649562
7,79,3,Markdown Type 3,330.09671543359883,1836.9274145067152,306.8047270512131,1760.486659534604
7,79,4,Markdown Type 4,921.3309604110383,-135.02741534730976,61.105113132489244,-96.85449263411986
7,79,5,Markdown Type 5,1865.15270759813,260.0163273138114,106.6081178635326,-74.59758887384038
7,80,1,Markdown Type 1,338.45096356701896,94.39975666649251,21.927031477816712,149.9652273661086
7,80,2,Markdown Type 2,76.23251088906193,-399.0752396207805,17.660961649703022,121.4287359726903
7,80,3,Markdown Type 3,19.186452835973043,287.629714143102,17.585607062458724,189.04463132585505
7,80,4,Markdown Type 4,89.57222853456709,62.26725894674827,6.725077216685735,12.048303595377794
7,80,5,Markdown Type 5,173.52775217354719,-219.5014901355622,10.805830648211469,67.67310173996823
7,81,1,Markdown Type 1,3819.506425247274,12924.539206729822,236.15923708286516,627.1772696053578
7,81,2,Markdown Type 2,775.5374936744157,3103.4030110498234,224.89641302952663,1240.35076354813
7,81,3,Markdown Type 3,326.6384444523468,1889.0040560323794,301.41500533731045,1365.8451271894928
7,81,4,Markdown Type 4,1023.435695640848,3049.071607154408,69.34995498568993,181.99982967156052
7,81,5,Markdown Type 5,2085.627309877493,8985.692119033569,118.80282233291568,340.5070099854591
7,82,1,Markdown Type 1,5513.526253792901,-2710.493759773979,356.7802764201811,-525.5726455599495
7,82,2,Markdown Type 2,1066.6012156918805,3434.280550242846,345.97216423489283,2374.9868302844484
7,82,3,Markdown Type 3,568.7982053521883,-1333.9910722816833,520.0264977645545,486.4078342046059
7,82,4,Markdown Type 4,1486.038076334118,-2283.0078254132864,103.27352166218931,-210.05798887615364
7,82,5,Markdown Type 5,3104.0076694728637,-6254.607892773905,180.6570188312941,-192.4540300529513
7,83,1,Markdown Type 1,397.8796354106733,-729.379306707099,27.843226782324223,-63.672170728250876
7,83,2,Markdown Type 2,74.11530192925808,763.4709892659484,24.44214900499655,235.91514500142742
7,83,3,Markdown Type 3,15.729418168664674,279.76462275540456,13.415315328678291,284.0449712373548
7,83,4,Markdown Type 4,105.05804261196873,-446.39058765301303,8.045118684205661,-20.3079202062478
7,83,5,Markdown Type 5,225.60443378603642,-558.8557176612406,13.459836088260811,-18.4000253042835
7,85,1,Markdown Type 1,1155.2213982901371,-4993.1953752285945,57.590592380051035,-215.1969372744629
7,85,2,Markdown Type 2,191.46363039080805,0.9969867277981733,54.09933316503151,246.5279933581445
7,85,3,Markdown Type 3,84.19762784470745,1174.800598114075,72.6567860381994,694.2287026205854
7,85,4,Markdown Type 4,318.27607392573793,-2371.54972700479,15.888892603886461,-26.467030276964014
7,85,5,Markdown Type 5,714.9210617138124,-2193.8324826084863,28.705413318101666,-69.75272842730284
7,87,1,Markdown Type 1,6636.254827351929,52246.92456603061,402.4388126469993,4350.085965914735
7,87,2,Markdown Type 2,1283.068852884615,11678.06041131212,351.20412382052143,2684.087964015811
7,87,3,Markdown Type 3,622.4211175043854,4616.0751078802095,576.1435077205896,3986.900631348983
7,87,4,Markdown Type 4,1782.309803827792,15598.293642843251,121.10686509976794,1018.585248667067
7,87,5,Markdown Type 5,3393.8542057713025,40535.6662719338,203.79044531086032,2065.630190053405
7,90,1,Markdown Type 1,8809.035617331117,42552.03421816607,575.7243403809451,2026.4326283606658
7,90,2,Markdown Type 2,1877.9774225776293,13685.267833212925,572.8478788748059,5353.391194902835
7,90,3,Markdown Type 3,846.7770855331418,5424.847822573635,788.4124359966557,3549.0076119349687
7,90,4,Markdown Type 4,2365.188229640109,11937.818080109033,171.7339223369049,469.34283454316096
7,90,5,Markdown Type 5,4614.876640163762,31784.592045938334,291.8919054729809,1082.675730258369
7,91,1,Markdown Type 1,7144.405982605431,4983.894144087169,469.7138434048777,-669.0317708096026
7,91,2,Markdown Type 2,1568.7185809614637,-119.96666873795184,446.14296446653645,-273.8227923523827
7,91,3,Markdown Type 3,630.8226835072107,308.6085427701464,582.8776746796916,-34.30661628161056
7,91,4,Markdown Type 4,1906.9536690480459,532.8370868223412,142.43069315970934,-182.3619881618549
7,91,5,Markdown Type 5,3675.1510651540775,3313.4568950583,236.93683074617357,-308.23683239454766
7,92,1,Markdown Type 1,15716.213127685216,63209.718313364916,1013.9156373588995,1299.681225712257
7,92,2,Markdown Type 2,3185.4178827438272,15681.911208407175,914.3079373460154,4833.336355254187
7,92,3,Markdown Type 3,1657.9817058447734,5639.149723697752,1548.2169161160728,3835.387151498143
7,92,4,Markdown Type 4,4249.339623470657,15860.086476805503,298.88967594675574,461.8233878644256
7,92,5,Markdown Type 5,8523.430687682143,41382.45427772468,514.7034599703135,793.4818796709903
7,93,1,Markdown Type 1,783.1266535917479,9493.035282671073,50.18318148272517,359.61187373661403
7,93,2,Markdown Type 2,133.3832932940464,4191.205985457606,36.79161345353741,1112.215815425527
7,93,3,Markdown Type 3,63.21030369248667,1487.0881747440576,58.520831640963486,1164.9862401581895
7,93,4,Markdown Type 4,205.67803689032937,2951.078649989121,14.795361177559636,109.02878654040424
7,93,5,Markdown Type 5,427.96492808207086,7716.891907138143,24.911357603747774,212.82728413926583
7,94,1,Markdown Type 1,176.45703261463603,12475.64731431739,11.53970848424489,1537.7963853036654
7,94,2,Markdown Type 2,14.612327321174105,1430.9489196135341,2.675531316811562,198.94642442316538
7,94,3,Markdown Type 3,0.19200394320993006,56.3664020222919,0.005946989782341165,1.4820216847854166
7,94,4,Markdown Type 4,37.91017458509388,4954.765819440355,3.979109398179391,425.53414122256663
7,94,5,Markdown Type 5,102.62861748743032,9068.06154460643,5.450986684666438,699.3310273658176
7,95,1,Markdown Type 1,20131.760050158664,91740.99713793785,1247.9542043319973,2765.042423371559
7,95,2,Markdown Type 2,3920.6835853700386,21619.51547806434,1188.35863862983,6357.801998489965
7,95,3,Markdown Type 3,1660.334903911176,10094.98470766987,1534.177767414687,7209.13170127861
7,95,4,Markdown Type 4,5469.1099790534845,19321.568884989116,361.1386238053967,807.7967927527997
7,95,5,Markdown Type 5,11054.640057577728,59032.673791338784,625.3286078516346,1546.377084107064
7,96,1,Markdown Type 1,685.4536069926941,8548.794975177276,48.14380594322626,717.7901369057331
7,96,2,Markdown Type 2,186.9193195737343,4419.719408247275,67.53519235755904,1643.97558686828
7,96,3,Markdown Type 3,69.96801457405031,250.92617304500354,65.99477079063988,36.18082535074958
7,96,4,Markdown Type 4,195.8352109247878,2385.934192150122,14.12627307478842,178.67233134608873
7,96,5,Markdown Type 5,330.2359713570651,5738.065251380323,24.765282120363263,354.9111195291481
7,97,1,Markdown Type 1,2695.431514172556,13622.731753825308,170.19071117111466,562.6234637913295
7,97,2,Markdown Type 2,551.0690109042847,6587.330020001861,164.0958444344078,2080.767541868366
7,97,3,Markdown Type 3,232.7109819527725,2099.438996324214,215.87653746452597,1474.2759317292177
7,97,4,Markdown Type 4,737.5025493138363,2291.7448833283743,49.365839154756344,214.0129828560937
7,97,5,Markdown Type 5,1532.2817984359483,8153.364346520246,85.49070934381824,342.4700797549935
7,98,1,Markdown Type 1,143.7518211911136,728.3303871404368,4.22356092229299,216.058355902995
7,98,2,Markdown Type 2,11.837907293083756,576.3320693017105,1.4509879668496977,181.90557393044926
7,98,3,Markdown Type 3,24.186481266817047,-59.20927589813009,23.112465811117413,-69.61825806198043
7,98,4,Markdown Type 4,35.9898413019174,463.12436161383613,1.181925854582985,61.98389553537705
7,98,5,Markdown Type 5,57.96565294994097,942.182457842147,2.4377551811899907,100.4604326931591
8,1,1,Markdown Type 1,5218.49500691517,11758.789709462824,468.22589182315386,-1577.8544137423728
8,1,2,Markdown Type 2,1800.6541413791194,13284.834898844678,575.0849302734159,4352.635057223558
8,1,3,Markdown Type 3,580.0853029944856,-508.88004536199645,490.8478424049261,-832.1532346594837
8,1,4,Markdown Type 4,1349.5986276916178,2290.9792228126576,202.92294892952518,-1300.651642936647
8,1,5,Markdown Type 5,4510.329085746421,-5958.473785758162,204.49217372994696,-832.3257658850553
8,2,1,Markdown Type 1,14385.60839043874,10861.61929831749,949.511372637432,3363.034812283705
8,2,2,Markdown Type 2,4364.29556081655,811.501734660428,1483.4146268566265,2128.885258509922
8,2,3,Markdown Type 3,1527.9512515242975,-1854.1893009184612,1322.4951120832675,-1657.4139666056283
8,2,4,Markdown Type 4,3410.5269760683277,2585.9616639237797,298.3130320134985,367.52511421067584
8,2,5,Markdown Type 5,11844.727431457279,-1953.2133959832381,375.84096684425583,845.0387816013221
8,3,1,Markdown Type 1,4214.838740319916,8727.686242012656,254.88925485939083,4083.4740561402364
8,3,2,Markdown Type 2,1150.319437643661,-288.2813942779999,332.4025322968096,222.79343692757348
8,3,3,Markdown Type 3,336.343092133317,-1875.197551278204,288.12954197495344,-1865.8942832988114
8,3,4,Markdown Type 4,1038.1934803413267,4437.912096413461,79.60760759466102,665.7978970700367
8,3,5,Markdown Type 5,3888.9554867612815,-3760.4393928699037,98.19860351939883,1082.8288931609666
8,4,1,Markdown Type 1,8324.041461168565,28585.92056326012,579.7720790076105,2073.3618722588926
8,4,2,Markdown Type 2,2683.337230895508,5459.350327206239,1006.8241005211694,854.011960059911
8,4,3,Markdown Type 3,1165.7602230277769,445.8341953840689,1047.4041452825231,193.50793280939016
8,4,4,Markdown Type 4,1972.255902791003,6516.834478897173,172.18490425839644,676.5694568021986
8,4,5,Markdown Type 5,6797.4508503671,17261.19043525241,231.35418788315394,737.0987780696071
8,5,1,Markdown Type 1,7694.146287872736,4574.238662112233,541.7989131219188,3586.3306161838746
8,5,2,Markdown Type 2,2934.744866276457,5098.575417567109,1306.024137828595,103.53041617111123
8,5,3,Markdown Type 3,2451.1819312588837,-6171.804563306474,2285.0431547896264,-1474.6103047214488
8,5,4,Markdown Type 4,1944.344695898934,289.93318189212505,185.10410619658657,1680.976254808265
8,5,5,Markdown Type 5,6523.138396828582,-38261.07269826499,258.135865553722,1445.1630175581963
8,6,1,Markdown Type 1,1226.8166050015495,-7219.9548370659295,69.73437628026602,-128.3909156145034
8,6,2,Markdown Type 2,394.6473590545431,3838.6523822112263,149.6765434479979,4109.196266087626
8,6,3,Markdown Type 3,651.6404436351771,-7330.786165655141,619.5902086910826,-5819.924345300584
8,6,4,Markdown Type 4,314.8933064456313,-2031.252078411495,21.709666292638605,-152.37877019326535
8,6,5,Markdown Type 5,999.9254246068716,-11747.129301078656,37.94374622453987,-124.03223497927122
8,7,1,Markdown Type 1,6948.131217854132,19035.920632611076,398.03632457332765,3061.9370079705513
8,7,2,Markdown Type 2,1877.339806703972,12292.762788428585,741.1710156852032,13966.838771512605
8,7,3,Markdown Type 3,2201.161500228325,1732.393445620762,1979.420964360573,4948.041275597903
8,7,4,Markdown Type 4,1571.2638306167644,3634.3177963579024,118.86917326797762,783.2292799720203
8,7,5,Markdown Type 5,6604.647790983236,-15538.104663018308,183.3779366994906,1317.8536649469195
8,8,1,Markdown Type 1,10412.322104655714,53872.45017683587,705.0127472601906,2100.6945109626104
8,8,2,Markdown Type 2,3327.7203641820847,1947.8323608527419,1170.136654618977,1014.3900141952976
8,8,3,Markdown Type 3,1115.6179138089333,455.29735336696285,968.6409454248277,-68.54747310098848
8,8,4,Markdown Type 4,2477.924053093724,11220.945062785016,216.28187314194005,439.9953537103696
8,8,5,Markdown Type 5,8349.457219154969,39841.395046159436,277.7696544751006,634.3675942327128
8,9,1,Markdown Type 1,4416.314155727187,28625.013283423803,346.3071748997893,5586.983145301516
8,9,2,Markdown Type 2,1090.2483709018632,4623.16200649727,420.74856706636854,3313.8678531579762
8,9,3,Markdown Type 3,745.5333144033203,103.17198796571998,680.9019510551863,360.99133901258153
8,9,4,Markdown Type 4,980.5789259761578,5577.931174071839,74.06774581500572,686.8075978464876
8,9,5,Markdown Type 5,3541.0795186993323,12782.561548041362,122.8587324370022,1491.510064681438
8,10,1,Markdown Type 1,8609.278326619475,4282.89857275468,571.0815473386391,1359.1738409190061
8,10,2,Markdown Type 2,2383.8261615067613,-2347.2831214419516,800.2577322226116,1924.0353561820443
8,10,3,Markdown Type 3,915.4716218809691,-3438.8665859399944,801.8264696079083,-3515.1896738241044
8,10,4,Markdown Type 4,2104.5160719092187,-506.8646299029848,196.17191140982902,-656.6111622988136
8,10,5,Markdown Type 5,6777.168585286907,6370.935764530255,231.96120493401642,-52.97836097813192
8,11,1,Markdown Type 1,8402.257898932941,-25583.87732470728,423.8744034545563,3957.6423716892186
8,11,2,Markdown Type 2,2418.745907963167,-1936.915221330075,830.4536728323151,2402.476729925966
8,11,3,Markdown Type 3,1189.7691355478437,-7184.963022106868,1066.690720777876,-7223.6159210719225
8,11,4,Markdown Type 4,2077.44631658339,-5411.5815426428035,133.21605576341588,969.8539900773777
8,11,5,Markdown Type 5,6499.718840505944,-3706.132889212969,179.78825997761848,1136.5928293793604
8,12,1,Markdown Type 1,2887.6266543704005,11227.170884828292,191.42874048845118,-566.1174998603179
8,12,2,Markdown Type 2,677.0379264553928,2559.3924598867125,255.1726135918033,243.17823768450552
8,12,3,Markdown Type 3,276.4861977741101,-530.6819049295564,242.1305659944083,-688.7395427398429
8,12,4,Markdown Type 4,656.4064185152364,1842.8268531748952,45.589172556014894,311.3376109960591
8,12,5,Markdown Type 5,2388.3281831949685,7769.511707039655,67.94664851160242,19.021193919595827
8,13,1,Markdown Type 1,10130.252796914032,10095.998968474496,689.9887507413255,1928.2783694940324
8,13,2,Markdown Type 2,3323.176483034354,-6114.863704356693,1160.4178019798549,-2198.436560827341
8,13,3,Markdown Type 3,1092.4506727121425,-2175.141174286617,955.700214801658,-2115.6013062812076
8,13,4,Markdown Type 4,2388.9868198056447,1469.5826074472022,204.56588972044935,316.96257469813105
8,13,5,Markdown Type 5,8300.684345796872,933.863302721603,269.08506229395374,446.1069229163871
8,14,1,Markdown Type 1,4029.1927036246884,4813.099320018506,302.7422487006856,937.668911225231
8,14,2,Markdown Type 2,1449.3662817092381,3467.106443698667,588.3340976157358,4206.612169589524
8,14,3,Markdown Type 3,1188.4352062509463,1451.3505373367345,1100.1712659905816,2391.034521199733
8,14,4,Markdown Type 4,976.2310400449994,-28.460806654463013,94.53738338639944,-90.0937637498987
8,14,5,Markdown Type 5,3396.675763204817,-860.1154943994387,134.30060580757825,270.0881617354119
8,16,1,Markdown Type 1,6405.297247965533,56771.59783327966,203.99815717623795,1570.493335352049
8,16,2,Markdown Type 2,691.2247190251777,869.949421387748,100.09860381184181,909.5837359526878
8,16,3,Markdown Type 3,180.14226471321095,2203.66206044614,123.75920974877846,1494.5412666029724
8,16,4,Markdown Type 4,1271.7922987678219,7923.160558340112,38.32069835177269,721.9129777417925
8,16,5,Markdown Type 5,4965.743648695268,29709.65012654634,62.06342010448821,682.3786843504987
8,17,1,Markdown Type 1,2926.0173817010664,730.5028844650761,221.67622865145123,1109.1732371552062
8,17,2,Markdown Type 2,1086.6881535152518,310.3757141718684,423.92793845205614,1298.2313087969885
8,17,3,Markdown Type 3,416.044683189867,139.7313888988462,367.5476194101741,271.6078805416285
8,17,4,Markdown Type 4,710.9913672074973,555.6103599541751,76.62217030771176,75.3812638033652
8,17,5,Markdown Type 5,2303.269380827329,-1895.7503474899615,93.43612930959061,284.4963097028128
8,18,1,Markdown Type 1,1159.8275171863347,3438.840362625446,198.09759406681005,-1478.696114471813
8,18,2,Markdown Type 2,1075.366570101657,7290.170135427127,685.8332165076495,1487.6251634484904
8,18,3,Markdown Type 3,1058.6864967789784,651.7507254025977,953.9061818360317,306.56447911824654
8,18,4,Markdown Type 4,383.8816264597951,-649.7168225169601,90.5907084890999,-1319.7146881570904
8,18,5,Markdown Type 5,1793.8674393333763,-39.60440093820825,110.81061459529009,-854.2388399378308
8,19,1,Markdown Type 1,543.8911473996211,-11409.724924216673,33.83624945750528,-736.2678513915729
8,19,2,Markdown Type 2,242.0093482268139,-5781.977605399668,65.81433493973759,-893.1093919409524
8,19,3,Markdown Type 3,82.25731651551874,-1763.067251595325,72.42225327449623,-1267.6689124880147
8,19,4,Markdown Type 4,152.9900761517878,-3373.2199886607223,13.886869285894397,-399.35358961644806
8,19,5,Markdown Type 5,392.54408943922465,-10033.890230127614,15.56987538154404,-366.6002545630122
8,20,1,Markdown Type 1,1399.86386875326,13143.020427315461,96.333936686781,1148.915368335136
8,20,2,Markdown Type 2,349.63292195679,5546.9664682772145,109.89695896933692,2162.0271793333745
8,20,3,Markdown Type 3,200.99075805641283,-541.1088401306617,181.45685966005234,-757.8923776682132
8,20,4,Markdown Type 4,324.66074712180017,3044.68121171404,33.717937583983726,273.2697402918178
8,20,5,Markdown Type 5,1231.6010077813,6753.2607328239465,39.79024836363424,378.68008970788543
8,21,1,Markdown Type 1,1854.0291826460468,-15491.89423049396,120.22045072482663,-394.214425678233
8,21,2,Markdown Type 2,612.2359400161773,-3606.7291028617697,210.76353040012492,-541.7900211078385
8,21,3,Markdown Type 3,264.1760782990036,-1653.3467348432291,234.07180037978517,-1127.1056086768574
8,21,4,Markdown Type 4,445.0467109608776,-3475.134145383214,39.981248805955595,-256.1504846570291
8,21,5,Markdown Type 5,1518.7115758925408,-13492.945786417828,50.24608109627282,-224.80945988004265
8,22,1,Markdown Type 1,2738.027168187592,6770.892813572874,210.2391440524483,-260.98694655900357
8,22,2,Markdown Type 2,939.5344614205495,-694.1784796265977,378.6576602141476,-919.4737370212108
8,22,3,Markdown Type 3,624.7642124566737,-1694.5770490019424,576.2068951762535,-835.6337631701102
8,22,4,Markdown Type 4,681.2097523168181,1718.2213121900113,62.13458805575541,124.28085889283173
8,22,5,Markdown Type 5,2320.6323779320333,-902.5085971343409,87.64571574992894,-28.966412142505902
8,23,1,Markdown Type 1,5571.78556756711,13772.448007319099,330.75666835262007,3371.527439377944
8,23,2,Markdown Type 2,1675.008974575584,2473.625989810149,574.2315973770746,5216.532312215449
8,23,3,Markdown Type 3,1167.1719491119948,-5752.5933302885,1054.224153230585,-5404.133765595527
8,23,4,Markdown Type 4,1349.7986202189202,4729.527227361658,112.47503895310828,1425.7874195053048
8,23,5,Markdown Type 5,4663.604109671132,8797.412105797594,146.83209172806284,1311.6165944968282
8,24,1,Markdown Type 1,1672.7240064900209,4342.139602996671,92.94426028279972,283.58268354205273
8,24,2,Markdown Type 2,398.45184807778486,-321.1997986354985,106.61806700461545,1288.6673822864345
8,24,3,Markdown Type 3,348.4059513114396,-2.5434286987408865,316.00157336013433,91.70418197878982
8,24,4,Markdown Type 4,420.4819587597255,1555.1600164937738,32.75237888404795,192.45004690429957
8,24,5,Markdown Type 5,1402.2120198712778,-93.89639215620699,41.106454183466646,169.09570528842292
8,25,1,Markdown Type 1,2794.8368824887357,-7131.5253744016245,182.0102448090118,-569.2581663538252
8,25,2,Markdown Type 2,729.7016736725992,-2143.3612593123667,233.58011050452157,1855.2238576032046
8,25,3,Markdown Type 3,391.5166581365457,-1176.87655538987,347.2353713403215,-872.5471428029786
8,25,4,Markdown Type 4,687.6648049136132,-1951.6614783089744,60.26415179320409,-264.1484537768852
8,25,5,Markdown Type 5,2222.8481028594892,-8057.4653325871695,74.2028727356842,-213.2700946695158
8,26,1,Markdown Type 1,2475.8983012654835,-17055.697240051362,178.43805950234446,-978.6146702661885
8,26,2,Markdown Type 2,709.7994534704184,-2492.348582692065,217.16886457657844,170.473702921421
8,26,3,Markdown Type 3,502.53614454936417,-4370.988376383645,457.98447542808617,-3727.5517925572162
8,26,4,Markdown Type 4,610.2493419866394,-2995.167600952223,61.632597413847265,93.95547619523488
8,26,5,Markdown Type 5,1991.732587121941,-16657.38819992071,75.84383834702268,-218.4827162932531
8,27,1,Markdown Type 1,323.5764344926375,1338.5180499223493,23.49997792589992,118.0990640825025
8,27,2,Markdown Type 2,146.50358380161208,76.22408539070102,58.98530362062975,106.65292351996924
8,27,3,Markdown Type 3,67.0829045270513,-254.94523407728659,58.68579827792865,-104.10602294719402
8,27,4,Markdown Type 4,84.27566869271774,312.75459037769974,8.708954311807284,41.85806685359689
8,27,5,Markdown Type 5,271.6051789718201,-244.1514916134631,10.798921598229645,42.445968491125704
8,28,1,Markdown Type 1,123.74776078916243,-791.0011186964477,8.340020384801706,63.58817254058621
8,28,2,Markdown Type 2,49.81546182143549,-378.94042516326505,19.929517104977254,-112.83221946896282
8,28,3,Markdown Type 3,21.615327823641575,-315.4324927897228,19.128584171864965,-223.79461128648816
8,28,4,Markdown Type 4,30.73128218242804,-153.61379365460238,3.365375276923332,23.963483035994074
8,28,5,Markdown Type 5,101.35081143011284,-1103.1121696959624,3.905557459210036,17.17517517887073
8,29,1,Markdown Type 1,1234.8548373882572,-8224.40650911547,95.06122828700292,-475.79995014057147
8,29,2,Markdown Type 2,509.72185628719507,-4952.271968139202,196.82516479413903,-909.8772832619779
8,29,3,Markdown Type 3,198.5491330011228,-1778.615740887931,175.10793529694317,-939.0143485285338
8,29,4,Markdown Type 4,320.8393915915002,-1899.2829008892522,33.9908970261458,-121.23039877622682
8,29,5,Markdown Type 5,999.1623906377004,-9813.302880968145,41.18518957028558,-183.88801929268942
8,30,1,Markdown Type 1,926.2175505893998,-761.6705084233176,61.329232440619286,421.5692313201782
8,30,2,Markdown Type 2,308.1674444465224,-1324.7075103282673,133.39250582536917,-836.0537976818578
8,30,3,Markdown Type 3,107.69078647285853,-835.3262011180109,94.75076048326996,-658.262786752519
8,30,4,Markdown Type 4,223.08301045553748,-283.2849563233635,21.807030015904434,115.82555511381166
8,30,5,Markdown Type 5,738.3787365474608,-2014.9708238070416,26.30006457668199,108.11179800038676
8,31,1,Markdown Type 1,558.8356710747229,355.6285769273712,30.74495783298548,-92.20355889083713
8,31,2,Markdown Type 2,153.27920677856588,-545.049616074092,53.232218514807194,502.29532510030145
8,31,3,Markdown Type 3,73.9348059317558,-366.0923237567437,64.70053975531178,-603.2913543715893
8,31,4,Markdown Type 4,151.05681293732763,-76.28952376112105,11.516898578528602,-157.3917914537849
8,31,5,Markdown Type 5,446.23164421053036,3339.1628866645865,13.507658057287767,-90.79862038409017
8,32,1,Markdown Type 1,2177.1037747917126,-8516.50975239855,169.66516059836601,-298.78801312813675
8,32,2,Markdown Type 2,762.8710734017802,3953.191652148163,272.3441748281349,4232.165240063067
8,32,3,Markdown Type 3,299.5590908006715,-450.0819339174466,246.4118984577783,658.16289758378
8,32,4,Markdown Type 4,525.5455679017742,-2320.452819329649,64.08923744455437,-23.336519282395713
8,32,5,Markdown Type 5,1912.1318645719614,-9162.497146502521,72.33093795025346,22.136394763684464
8,33,1,Markdown Type 1,1801.6872013793597,20563.763553134646,112.33959056134486,1135.6776025712493
8,33,2,Markdown Type 2,484.9664265053316,-633.1805736717954,157.7052302252208,745.3807655200417
8,33,3,Markdown Type 3,370.5088293815446,-167.38859346319808,334.92810755178124,-94.34913237346017
8,33,4,Markdown Type 4,440.82894293794806,5776.853896578635,36.55676812744439,516.887722846512
8,33,5,Markdown Type 5,1560.2269322920972,10971.901717421706,47.99780092945084,471.0630414356558
8,34,1,Markdown Type 1,3401.052313664808,-8722.640307066766,228.71207365768527,-1339.8181148271817
8,34,2,Markdown Type 2,1171.664648064203,-8112.646957495129,463.45579610526926,-3010.6753230997674
8,34,3,Markdown Type 3,553.1785453164957,-5168.322123102494,496.8055025975912,-3992.9365452601287
8,34,4,Markdown Type 4,810.0316780186702,-2294.8820614086308,78.82307096117313,-699.8680298913653
8,34,5,Markdown Type 5,2745.0606807585914,-13578.25855092698,98.96507095947526,-712.4119869215584
8,35,1,Markdown Type 1,839.4791851357118,-9089.691595885952,50.681761056246145,-716.1571172959673
8,35,2,Markdown Type 2,230.22271186747105,-1805.9066967668466,77.05906416277841,-195.56432050165247
8,35,3,Markdown Type 3,80.89835513099271,-29.21214877952598,67.91545634589264,250.99391402172213
8,35,4,Markdown Type 4,200.13163477400315,-2028.2540667180206,18.03087528541702,-220.6449099132501
8,35,5,Markdown Type 5,659.2464970182884,-7450.3554918496575,20.91931684739335,-240.9775663108525
8,36,1,Markdown Type 1,482.6022821668988,-4841.12665839633,15.028342301771145,-26.39943616315683
8,36,2,Markdown Type 2,111.96305034813636,-499.360226044978,36.50662472106649,195.09222307735425
8,36,3,Markdown Type 3,44.66918329594902,597.6360125893971,36.25822347298728,455.20748696711655
8,36,4,Markdown Type 4,110.98485491973727,-620.6616766723841,4.40524416616302,62.221016613919645
8,36,5,Markdown Type 5,359.2398870912374,-1357.877451475705,6.336069116990151,34.818709504766346
8,37,1,Markdown Type 1,863.8088600839208,690.1322873449337,58.14752640629229,181.42397957399118
8,37,2,Markdown Type 2,289.547544279536,-659.0222846501464,111.395762239889,-153.32738439432688
8,37,3,Markdown Type 3,99.9729638377867,-348.737283347665,87.48720627538707,-269.95015609037745
8,37,4,Markdown Type 4,212.28509649001074,-103.91496002827708,20.852969601715337,-5.119693583842093
8,37,5,Markdown Type 5,692.4470444750375,223.0022406811566,24.686928261445797,25.96325449455577
8,38,1,Markdown Type 1,24650.20107727431,62209.69945019007,1821.151847052531,-2124.7178439958775
8,38,2,Markdown Type 2,8213.282827773768,-7510.508535202717,2590.5649046970752,-1138.4707126009544
8,38,3,Markdown Type 3,2016.733345616382,1725.4976998390619,1665.0195910511009,879.3790765225272
