store,dept,weeks,window_sales,baseline_sales,yoy_lift_dollars,window_sales_holiday,baseline_sales_holiday
11,83,52,174212.12,169890.11,4322.010000000002,13126.36,12853.91
11,85,52,92012.91,95416.42,-3403.509999999999,6348.47,7154.24
11,87,52,879918.92,720098.62,159820.3,67602.43,54472.87
11,90,52,2629156.4,2572505.15,56651.24999999999,208194.22,195931.55
11,91,52,2187242.76,2176836.33,10406.429999999993,158633.45,155885.22
11,92,52,4251037.55,3980527.94,270509.61,343845.84,310431.32
11,93,52,1792487.21,1705978.68,86508.53,145862.66,133065.72999999998
11,94,52,1992714.39,1927485.08,65229.30999999996,144110.27,137096.63
11,95,52,4021667.23,4001332.06,20335.169999999955,291115.19,290366.68
11,96,52,1137779.75,1161342.74,-23562.990000000005,99569.20999999999,109456.68000000001
11,97,52,865347.5,864953.99,393.5099999999911,62889.38,63410.159999999996
11,98,52,477707.47,510719.91,-33012.44000000001,44022.17,45015.28
11,99,11,1155.32,2150.0,-994.68,30.1,80.0
12,1,52,954270.4,898100.8200000001,56169.57999999998,76536.35,69676.21
12,2,52,4058026.63,3790290.11,267736.51999999996,312324.07,279437.72
12,3,52,930037.68,871613.13,58424.549999999996,64927.46,61051.200000000004
12,4,52,1407905.51,1404753.17,3152.3399999999965,110562.98,110124.07
12,5,52,1433897.19,1527946.41,-94049.21999999999,173482.02,184471.32
12,6,52,304736.78,380532.13,-75795.34999999999,52841.08,48113.34
12,7,52,1941389.05,1888114.17,53274.87999999998,224309.97999999998,168257.69
12,8,52,2230024.45,2201861.8,28162.650000000016,168295.38,166113.04
12,9,52,1009518.46,969410.02,40108.439999999995,78552.98999999999,66420.81999999999
12,10,52,944795.89,914557.33,30238.56000000001,67930.53,64533.34
12,11,52,948531.58,897489.9,51041.68,71022.79999999999,73833.6
12,12,52,247365.88999999998,247124.17,241.7199999999998,17315.04,16055.16
12,13,52,2434278.61,2450768.51,-16489.899999999994,191329.3,185645.14
12,14,52,1088872.95,1005097.83,83775.12000000001,117559.62,100071.28
12,16,52,365713.52,367361.43,-1647.909999999996,20048.719999999998,18124.93
12,17,52,629884.04,581322.0,48562.04000000001,55439.2,50632.880000000005
12,18,38,512201.8,467717.87,44483.92999999999,70124.28,59294.72
12,19,52,157275.01,151540.83,5734.180000000001,11231.95,11504.43
12,20,52,345301.27,322729.95,22571.319999999992,26555.449999999997,27219.74
12,21,52,221174.59,218665.7,2508.8899999999985,18655.26,15784.33
12,22,52,531320.67,511959.79,19360.88,57190.38,50045.5
12,23,52,2095256.25,2035519.07,59737.18000000004,173902.88,175876.3
12,24,52,600607.7,573185.4,27422.299999999996,51854.07,51740.079999999994
12,25,52,1053048.33,1051168.54,1879.7900000000282,80574.78,79441.59
12,26,52,724377.38,731577.81,-7200.43,62427.03999999999,62426.53
12,27,52,108884.34,106837.23,2047.1099999999994,9665.19,9435.99
12,28,52,44902.74,47797.69,-2894.95,4405.11,4713.43
12,29,52,398103.17,354463.9,43639.270000000004,39946.630000000005,37131.229999999996
12,30,52,287873.03,308247.11,-20374.079999999998,21343.07,23752.36
12,31,52,174083.08,194262.2,-20179.120000000003,12108.61,13815.88
12,32,52,495916.78,497322.61,-1405.829999999998,45273.44,44318.18
12,33,52,585843.64,570755.48,15088.160000000007,49785.66,54906.83
12,34,52,1246008.39,1146779.52,99228.87,101915.64,101280.04000000001
12,35,52,148725.54,154297.13,-5571.59,12315.36,12824.869999999999
12,36,52,126804.41,146430.47,-19626.059999999998,6644.92,13324.15
12,38,52,3048152.83,2560512.35,487640.48,211818.11000000002,172364.09
12,40,52,2624281.64,2483865.24,140416.40000000002,198569.03,187782.32
12,41,52,56334.75,28592.47,27742.28,5838.25,2932.78
12,42,52,352686.85,298181.37,54505.479999999996,26723.239999999998,23497.27
12,44,52,378421.5,344871.98,33549.520000000004,31282.43,27968.49
12,45,14,76.46000000000001,425.19,-348.73,47.88,15.870000000000001
12,46,52,1883169.28,1687244.68,195924.59999999998,154764.28,118857.20999999999
12,47,3,425.0,-330.0,755.0,0,0
12,49,10,355.1,-29.54,384.64,0,0
12,52,52,195029.52,196337.56,-1308.039999999999,17241.2,16788.38
12,54,45,2560.92,3769.7599999999998,-1208.84,316.56,521.86
12,55,52,703031.1,775265.78,-72234.68000000001,98477.45,86814.16
12,56,52,47900.42,52777.49,-4877.07,1065.97,1124.52
12,58,48,140772.5,83855.97,56916.53,8077.5,9757.0
12,59,52,40192.73,97907.41,-57714.68,6966.66,18926.15
12,60,52,21244.2,22721.6,-1477.4,1424.0,1691.4
12,67,52,336088.43,321767.33,14321.099999999999,27452.76,23624.83
12,71,52,416579.26,382491.7,34087.56,41527.67,34248.49
12,72,52,3211799.02,3221315.5,-9516.480000000003,573964.9199999999,550090.34
12,74,52,918936.0,896491.77,22444.230000000003,83309.89,75524.02
12,79,52,2273825.18,2193309.49,80515.69,176526.55,162432.58000000002
12,80,52,5087.27,1578.65,3508.62,367.71999999999997,96.8
12,81,52,387451.52,390354.85,-2903.3300000000017,28136.73,28234.620000000003
12,82,52,874629.29,785322.1900000001,89307.1,77225.36,63246.020000000004
12,83,52,11929.63,9678.45,2251.18,784.4100000000001,901.1800000000001
12,85,52,110587.08,122049.03,-11461.95,8877.73,8207.84
12,87,52,666042.21,550935.79,115106.42,51345.31,42033.78
12,90,52,643299.36,572530.05,70769.31000000001,51167.270000000004,42009.16
12,91,52,360771.95,342409.09,18362.86,26132.49,22186.57
12,92,52,1386516.52,1266109.1,120407.42,111755.63,98165.93
12,93,52,35874.02,27528.65,8345.37,2959.7200000000003,2230.38
12,94,28,12526.62,14226.67,-1700.05,650.44,10.44
12,95,52,2220221.48,2216410.74,3810.7399999999907,161555.66999999998,156817.1
12,97,52,125704.76,120422.09,5282.670000000001,9310.58,8448.36
12,98,52,37905.33,39971.48,-2066.1500000000005,3229.69,2586.28
13,1,52,2576629.55,2487338.93,89290.62000000002,181384.46,161821.89
13,2,52,4084400.4499999997,3929021.97,155378.47999999992,308010.36,279169.36
13,3,52,1393516.68,1345729.74,47786.94,174690.79,81345.2
13,4,52,2345364.85,2182935.6,162429.25,188234.32,167891.59
13,5,52,2940338.25,3166503.58,-226165.33000000002,377867.81,317743.2
13,6,52,340794.22000000003,435795.9,-95001.68,53626.12,57253.3
13,7,52,3290247.71,3308811.73,-18564.020000000026,340342.52,307286.14
13,8,52,1909746.44,1885595.29,24151.150000000027,143626.62,143516.44
13,9,52,2112314.44,2032041.29,80273.15,144367.23,116922.31
13,10,52,1575759.9,1509417.92,66341.98000000001,111350.03,129658.12
13,11,52,1140152.76,1091428.25,48724.51,94536.67,92204.79000000001
13,12,52,405811.68,399284.84,6526.8399999999965,25422.38,26181.59
13,13,52,2517097.48,2457381.79,59715.69000000001,192349.19,178687.72
13,14,52,1469496.01,1386043.79,83452.21999999997,164689.91,144782.79
13,16,52,1130239.55,1034294.7,95944.85,30657.8,37317.37
13,17,52,892426.16,925902.37,-33476.20999999999,82410.7,76794.52
13,18,42,837046.54,814589.47,22457.069999999996,116832.18,99881.52
13,19,52,187716.07,223185.79,-35469.719999999994,13594.05,17275.05
13,20,52,446676.77,437186.36,9490.41,37084.659999999996,33711.65
13,21,52,457586.58,477794.91000000003,-20208.329999999998,40211.17,35587.2
13,22,52,867325.04,871153.77,-3828.7300000000014,87418.69,87143.0
13,23,52,1665436.7,1544205.82,121230.88,140173.86,124488.01
13,24,52,579924.22,538135.16,41789.06,60236.25,47512.6
13,25,52,816311.35,777820.67,38490.68000000001,57701.04,65295.84
13,26,52,670180.22,685991.63,-15811.409999999993,60427.869999999995,60629.04
13,27,52,159627.51,139379.76,20247.75,15147.26,11515.68
13,28,52,72434.36,74607.41,-2173.05,5595.76,6066.65
13,29,52,340478.54,325467.1,15011.439999999999,31862.47,29146.4
13,30,52,228196.37,233554.42,-5358.050000000003,16557.97,14236.349999999999
13,31,52,216693.86,212165.94,4527.92,18243.67,15794.55
13,32,52,577089.07,521949.92,55139.149999999994,49747.49,38531.46
13,33,52,585418.45,566173.4,19245.05,61938.93,50860.86
13,34,52,1074539.15,911367.63,163171.52,80396.78,65418.47
13,35,52,186864.3,193077.43,-6213.129999999999,12816.34,12774.07
13,36,52,97742.23,167268.62,-69526.39,6635.79,11050.02
13,37,52,171029.76,181618.37,-10588.609999999997,13331.720000000001,14953.53
13,38,52,4675295.54,4304827.19,370468.35,329555.79,297861.41
13,40,52,4164656.76,3996748.04,167908.71999999997,306844.81,308635.89
13,41,52,133971.46,170145.15,-36173.689999999995,14237.84,18360.239999999998
13,42,52,423597.09,406324.42,17272.670000000002,32305.55,29687.309999999998
13,44,52,534758.47,546019.74,-11261.269999999995,45555.0,51363.45
13,45,19,427.26,350.26,77.0,23.91,40.29
13,46,52,2270567.67,2124148.6,146419.07,174768.07,148851.45
13,48,48,64506.99,67724.27,-3217.28,8126.0,5963.0
13,49,52,474845.37,472774.63,2070.74,34597.55,39300.96
13,50,52,112552.75,113792.0,-1239.25,8805.25,9534.0
13,52,52,225166.79,249546.7,-24379.910000000003,21984.63,21896.510000000002
13,54,49,3064.7599999999998,4571.4400000000005,-1506.68,278.16,229.44
13,55,52,1033349.4400000001,1146737.94,-113388.5,150606.71,144768.55
13,56,52,344327.17,326900.82,17426.35,6869.599999999999,6643.73
13,58,52,438472.97,333696.91,104776.06,42682.5,31747.0
13,59,52,47344.11,102109.0,-54764.89,7585.92,22021.940000000002
13,60,52,50546.4,50654.0,-107.5999999999998,3425.2,3278.8
13,67,52,877314.95,818269.8200000001,59045.129999999976,66317.4,61802.05
13,71,52,500354.35,489574.59,10779.76,51061.05,49167.54
13,72,52,4117698.82,4185132.09,-67433.26999999999,547470.12,522985.38999999996
13,74,52,1559505.33,1522253.98,37251.350000000006,150241.06,139635.82
13,79,52,2791459.11,2713761.72,77697.39000000001,216237.26,198642.32
13,80,52,1025589.47,956580.96,69008.51,76200.14,73577.1
13,81,52,1788405.85,1726960.6400000001,61445.209999999985,123686.25,119742.55
13,82,52,1853415.59,1783181.73,70233.86000000003,162387.21,127728.2
13,83,52,266010.38,251932.18,14078.200000000004,22108.36,21815.32
13,85,52,247360.5,248722.49,-1361.9900000000007,17237.37,16068.08
13,87,52,936218.12,758696.93,177521.19,76925.89,60121.11
13,90,52,6450155.07,6024543.32,425611.75,502704.92,453131.47000000003
13,91,52,4331569.27,4159990.54,171578.72999999998,318961.05,309033.30000000005
13,92,52,9231204.72,8255112.05,976092.6699999999,716827.12,624851.77
13,93,52,2798787.71,2581638.06,217149.65000000002,215556.65000000002,191499.9
13,94,52,4147653.06,3849645.49,298007.56999999995,294792.93,270822.75
13,95,52,7482384.01,6895183.06,587200.95,552345.52,509113.93
13,96,52,484141.72,456336.88,27804.839999999997,39935.43,41050.08
13,97,52,1475919.32,1426848.05,49071.26999999999,105731.67,102886.76000000001
13,98,52,778023.58,782060.23,-4036.649999999998,65134.67,64695.21
13,99,9,1640.16,1755.0,-114.83999999999996,10.1,40.0
14,1,52,1618854.46,1576289.51,42564.94999999997,114250.98,98855.98
14,2,52,3803604.74,4048826.91,-245222.16999999995,285458.23,288293.15
14,3,52,928163.35,1029042.3,-100878.95,119304.21,126056.26000000001
14,4,52,2583657.93,2775930.72,-192272.79,214616.59,218323.74
14,5,52,1585478.45,1892971.83,-307493.38,201863.42,218641.45
14,6,52,264809.55,400032.54,-135222.99,44274.54,47897.78
14,7,52,2760132.1,3041115.19,-280983.09,300895.96,263808.11
14,8,52,2629376.61,2841820.83,-212444.22,197183.44,200930.01
14,9,52,1073524.4,1126235.82,-52711.420000000006,68057.53,74925.41
14,10,52,987663.6799999999,1042583.42,-54919.74000000002,71330.47,77712.25
14,11,52,1000235.97,1058021.68,-57785.71000000001,81556.67,78704.0
14,12,52,266278.89,272475.17,-6196.279999999999,17632.43,16163.92
14,13,52,2890911.65,3132935.07,-242023.42,224803.51,234258.3
14,14,52,1274904.95,1313668.16,-38763.20999999999,149233.32,141373.19999999998
14,16,52,1174867.98,1449294.8,-274426.82,27784.0,31975.06
14,17,52,1107774.54,1209693.9,-101919.35999999999,105306.1,97979.86
14,18,46,765265.79,719807.2999999999,45458.49000000003,100670.66,89510.98999999999
14,19,52,112121.65,31491.25,80630.4,8490.3,2097.66
14,20,52,538524.18,588227.77,-49703.590000000004,46119.75,46609.28
14,21,52,434949.3,443423.61,-8474.310000000003,36411.85,33709.22
14,22,52,920322.45,1004009.69,-83687.23999999999,100449.8,89798.11
14,23,52,1843605.82,1888368.55,-44762.73000000001,157005.79,147712.63
14,24,52,446332.19,480474.05,-34141.86,47766.93,51080.09
14,25,52,708202.2,741632.69,-33430.490000000005,58412.15,73595.31999999999
14,26,52,578660.47,632526.3,-53865.83000000001,50549.28,52858.93
14,27,52,130016.03,135835.96,-5819.93,12999.21,12291.95
14,28,52,61750.840000000004,63829.31,-2078.4699999999993,4993.12,4674.59
14,29,52,485161.68,521041.66,-35879.98,46481.09,43339.42
14,30,52,297466.02,329656.09,-32190.07,23493.35,25674.4
14,31,52,175418.66,218605.03,-43186.37,19342.04,25115.55
14,32,52,629279.08,711498.4,-82219.31999999999,66607.59,54506.71
14,33,52,458284.36,505343.59,-47059.229999999996,50952.57,54563.4
14,34,52,1236297.49,1234078.76,2218.7300000000014,85040.34,86486.13
14,35,52,203587.36,208878.84,-5291.479999999998,14378.17,14475.84
14,36,52,169683.5,186139.84,-16456.339999999997,7218.1900000000005,7698.47
14,38,52,4982133.15,5488425.1,-506291.94999999995,350515.42,394063.44
14,40,52,3701285.88,3686239.62,15046.260000000024,297741.45,271752.56
14,41,52,185796.51,250461.3,-64664.79,14681.75,18589.48
14,42,52,400717.09,404141.03,-3423.9399999999987,28216.16,28157.05
14,44,52,274110.01,274193.9,-83.8899999999976,23232.97,22812.41
14,46,52,1671162.27,1711120.95,-39958.67999999998,127868.68,121085.27
14,49,52,609058.22,612637.88,-3579.659999999997,41418.43,37704.04
14,50,52,104115.0,109455.8,-5340.8,6555.0,7317.5
14,51,22,226.8,422.92,-196.12,12.04,31.96
14,52,52,131147.42,115717.17,15430.25,13104.310000000001,9958.65
14,54,42,2530.32,5290.27,-2759.95,501.56,938.4
14,55,52,832536.44,887805.51,-55269.06999999999,127179.43,101595.91
14,56,52,255415.17,298226.37,-42811.2,7296.68,7487.150000000001
14,58,52,526481.47,341732.47,184749.0,41512.5,34019.0
14,59,52,50425.32,114479.83,-64054.51,9264.34,21946.78
14,60,52,19986.0,19156.56,829.4399999999998,979.4,1124.6
14,67,52,752009.36,740382.13,11627.23,60371.22,56619.47
14,71,52,489917.17,469319.69,20597.48000000001,50699.8,49191.13
14,72,52,4742236.12,5208317.81,-466081.68999999994,693073.95,730230.71
14,74,52,1223157.89,1376604.68,-153446.79,120205.66,119946.24
14,79,52,1855678.43,1904720.28,-49041.85000000001,148918.67,146233.03
14,80,52,1719839.76,1939035.3,-219195.53999999998,130820.3,148749.61
14,81,52,1857443.56,2155930.45,-298486.89,140857.27,161363.23
14,82,52,1441870.07,1472311.56,-30441.489999999987,137031.25,108333.75
14,83,52,514991.63,563543.49,-48551.86,44650.479999999996,49415.41
14,85,52,106929.45,127629.88,-20700.43,7382.889999999999,8485.539999999999
14,87,52,953528.8,842270.16,111258.64,81525.54000000001,65696.26
14,90,52,5225047.35,5765240.8,-540193.4500000001,440566.82,460513.18
14,91,52,4308484.03,4804666.52,-496182.49,336880.23,368375.04
14,92,52,9125029.69,9627600.3,-502570.61,771848.52,772063.38
14,93,52,2914613.76,3313225.64,-398611.88,241616.16,273513.01
14,94,52,2942273.65,3389676.39,-447402.74,227449.12,252273.38
14,95,52,6688071.49,7619187.17,-931115.68,509198.58999999997,562039.73
14,97,52,1196967.69,1374842.05,-177874.36000000002,98603.93,104109.47
14,98,52,866495.4199999999,946954.74,-80459.32000000002,82064.23999999999,81021.16
14,99,10,2200.49,2035.0,165.48999999999984,20.14,120.0
15,1,52,729275.81,743418.19,-14142.379999999996,54352.52,48949.99
15,2,52,1324915.91,1368022.79,-43106.88000000002,98897.7,95710.25
15,3,52,522902.78,542191.4400000001,-19288.660000000003,53117.53,54239.53
15,4,52,675755.93,678028.79,-2272.8600000000024,52982.270000000004,51382.09
15,5,52,833138.08,948418.93,-115280.85,132526.82,126563.7
15,6,52,174456.59,246632.26,-72175.67,27076.079999999998,35287.119999999995
15,7,52,1176391.75,1231718.34,-55326.59000000001,131980.38,120317.04000000001
15,8,52,1066277.93,1058066.59,8211.34,80617.82,74272.15
15,9,52,810039.26,807717.93,2321.3299999999917,46766.22,48686.06
15,10,52,596305.39,618685.07,-22379.679999999993,44539.84,38699.6
15,11,52,742822.56,690823.03,51999.53,49070.86,51033.07
15,12,52,184324.38,182549.42,1774.9600000000012,13134.82,10974.85
15,13,52,934411.08,964344.89,-29933.810000000012,67993.78,70339.4
15,14,52,648762.06,688491.32,-39729.25999999999,67641.58,74593.76
15,16,52,675996.17,699757.51,-23761.340000000007,16428.21,16239.51
15,17,52,574620.71,594253.68,-19632.97,51126.5,51772.67
15,18,40,301243.62,299932.22,1311.4000000000005,52999.08,51279.92
15,19,52,55139.98,59356.85,-4216.87,4089.15,5248.87
15,20,52,223526.51,226615.75,-3089.2400000000002,18635.47,18243.22
15,21,52,158888.1,156579.71,2308.390000000002,12721.69,12476.0
15,22,52,438366.11,435426.02,2940.0899999999956,44184.93,42385.1
15,23,52,1112702.22,1119213.22,-6511.000000000018,89384.33,87680.52
15,24,52,242809.98,256609.93,-13799.950000000003,27087.69,24183.129999999997
15,25,52,433866.57,482115.19,-48248.62000000001,35179.91,34833.6
15,26,52,248380.82,262099.64,-13718.82,21554.29,25483.32
15,27,52,82057.91,83827.71,-1769.8000000000002,7654.95,7045.4
15,28,52,33543.8,35983.73,-2439.9300000000007,2653.7999999999997,2881.13
15,29,52,236809.96,254672.5,-17862.54,21204.25,21021.57
15,30,52,162528.58,175014.6,-12486.02,12270.52,12452.2
15,31,52,112606.16,126179.3,-13573.14,12267.89,10486.68
15,32,52,257717.87,257570.54,147.33000000000084,23015.52,19399.77
15,33,52,223943.07,215852.93,8090.139999999998,23099.62,22613.3
15,34,52,648609.38,704206.59,-55597.210000000014,41520.01,49730.7
15,35,52,129444.21,146261.85,-16817.64,9131.22,9565.34
15,36,52,69378.34,73656.73,-4278.389999999999,6383.87,5228.64
15,38,52,2654493.24,2759667.44,-105174.2,186918.66999999998,197802.3
15,40,52,1580313.81,1583784.03,-3470.2200000000084,113265.69,124812.94
15,41,52,70867.53,68959.46,1908.0700000000004,6611.57,5693.0
15,42,52,190201.17,182319.24,7881.930000000001,13003.87,13607.52
15,44,52,186826.88,171208.71,15618.169999999998,16350.49,14415.78
15,46,52,641395.01,655777.28,-14382.27,50672.5,51128.07
15,47,1,189.5,300.0,-110.5,0,0
15,49,52,503737.51,498039.1,5698.41,37280.54,33511.11
15,50,52,124159.5,114110.0,10049.5,9038.0,6656.0
15,52,52,79385.4,78939.78,445.6200000000016,8160.68,6340.82
15,54,28,863.5600000000001,1296.8700000000001,-433.31,244.24,128.66
15,55,52,348755.19,361122.66,-12367.470000000003,56243.21,49491.94
15,56,52,181744.04,181627.98,116.05999999999783,5219.99,4791.33
15,58,32,25710.0,26526.0,-816.0,2225.0,2815.0
15,59,52,12330.050000000001,20607.88,-8277.83,2002.93,2941.9
15,60,46,5077.2,5049.4,27.79999999999994,350.0,158.4
15,67,52,307300.44,319579.05,-12278.610000000002,23566.61,23606.54
15,71,52,221137.71,234009.1,-12871.39,24356.78,23452.98
15,72,52,2062644.56,2350974.05,-288329.49,408378.32999999996,425355.46
15,74,52,695569.91,727789.05,-32219.140000000007,68081.98000000001,66513.77
15,79,52,425163.09,430533.29,-5370.199999999999,34864.73,33058.8
15,80,48,2932.52,1620.14,1312.38,191.05,119.36
15,81,52,219044.01,225430.55,-6386.540000000001,16420.24,15622.55
15,82,52,571310.61,592537.7,-21227.089999999997,49455.47,43758.229999999996
15,83,52,15914.22,16630.92,-716.6999999999998,2081.3199999999997,2096.54
15,85,52,168540.61000000002,172589.52,-4048.909999999998,10906.51,13927.46
15,87,52,527962.1,453487.12,74474.98000000001,45593.42,33826.89
15,90,52,280507.1,275766.2,4740.9,23645.04,22106.36
15,91,52,175307.48,181740.26,-6432.78,13344.43,13969.970000000001
15,92,52,1016978.5,919776.92,97201.57999999999,81993.9,71326.11
15,93,52,19441.85,21323.31,-1881.4600000000005,1725.09,1447.4099999999999
15,94,17,8742.73,7150.44,1592.2899999999997,315.14,249.62
15,95,52,1389114.72,1394735.73,-5621.010000000002,99936.42,100675.72
15,96,52,165600.5,126281.65,39318.85,10777.06,9663.92
15,97,52,93204.06999999999,108780.49,-15576.420000000002,6088.75,7048.3
15,98,50,21887.4,10349.14,11538.26,1713.19,875.3399999999999
16,1,52,549138.96,614614.08,-65475.119999999995,43959.36,48224.759999999995
16,2,52,1210951.11,1248494.97,-37543.860000000015,95218.79,92398.37
16,3,52,377049.77999999997,391375.58,-14325.8,30980.92,28741.26
16,4,52,752398.78,789548.64,-37149.86,59147.5,61594.08
16,5,52,717622.47,737549.54,-19927.06999999999,90879.94,83242.05
16,6,52,247557.87,267032.0,-19474.129999999994,35299.66,35369.17
16,7,52,557716.01,656143.84,-98427.83,56801.75,59606.97
16,8,52,725669.17,783777.77,-58108.59999999999,53356.100000000006,60554.83
16,9,52,1464612.7,1429503.54,35109.159999999974,116425.23,123033.15999999999
16,10,52,620560.6,701069.4,-80508.8,46767.23,65939.77
16,11,52,669120.42,623661.39,45459.03,57229.71,55241.24
16,12,52,210268.08,204793.99,5474.089999999998,13215.26,12597.5
16,13,52,756184.4,792994.23,-36809.830000000016,58411.96,57024.56
16,14,52,435213.09,477851.03,-42637.94,49829.14,48456.38
16,16,52,501575.42,499149.45,2425.9699999999966,16056.68,14746.52
16,17,52,409260.0,358261.74,50998.259999999995,39392.71,29370.99
16,18,35,144765.77,151590.1,-6824.330000000001,15396.65,15818.560000000001
16,19,52,67582.3,34583.68,32998.62,5107.3,2819.14
16,20,52,176844.83,169519.36,7325.470000000001,14553.130000000001,12388.49
16,21,52,179848.04,195741.22,-15893.179999999998,14935.83,14886.45
16,22,52,346918.8,328703.0,18215.8,37732.479999999996,32563.68
16,23,52,633748.76,573612.78,60135.98,52456.58,53859.71
16,24,52,120261.27,121674.93000000001,-1413.6600000000005,10361.86,10889.44
16,25,52,271926.62,260019.54,11907.08,22982.34,21962.16
16,26,52,103615.42,107335.75,-3720.330000000001,8978.13,9552.77
16,27,52,41655.24,41498.12,157.1200000000003,3533.96,2884.55
16,28,52,15004.3,15829.210000000001,-824.9100000000002,1551.63,1618.3600000000001
16,29,52,76359.06,86409.7,-10050.64,7098.91,7351.860000000001
16,30,52,64309.57,66005.97,-1696.400000000001,3981.83,4228.42
16,31,52,61719.63,65037.57,-3317.9399999999996,6013.99,6532.99
16,32,52,240892.75,243919.83,-3027.079999999999,23066.54,21715.42
16,33,52,118785.21,113789.87,4995.339999999999,8543.26,9538.46
16,34,52,259222.66,262212.7,-2990.039999999997,17100.84,16518.85
16,35,52,12651.35,39371.52,-26720.17,957.03,2663.17
16,36,52,92163.5,89977.3,2186.1999999999994,10021.880000000001,12660.97
16,38,52,2695860.69,2757048.54,-61187.849999999984,219975.52000000002,196356.1
16,40,52,1597161.24,1700818.37,-103657.13,131350.11,136841.12
16,41,52,69168.63,93428.82,-24260.190000000002,6250.47,10577.42
16,42,52,204364.01,187576.98,16787.030000000002,13822.02,14749.02
16,44,52,221518.96,190784.82,30734.140000000003,17494.0,14738.83
16,45,6,126.27,96.98,29.29,17.31,22.94
16,46,52,700878.7000000001,778260.39,-77381.68999999999,54503.520000000004,56324.44
16,47,1,54.0,54.0,0.0,54.0,54.0
16,49,7,260.24,671.08,-410.84000000000003,0,0
16,51,1,1.98,29.96,-27.98,0,0
16,52,52,83222.12,80660.11,2562.010000000001,7510.91,6705.02
16,54,31,768.92,1452.97,-684.0500000000001,-15.040000000000003,290.72
16,55,52,361038.22,388823.48,-27785.260000000002,50305.15,44940.24
16,56,51,339731.06,278869.79,60861.27,3125.99,3307.77
16,58,1,480.0,230.0,250.0,0,0
16,59,29,1530.9,4006.11,-2475.21,476.21000000000004,690.05
16,60,52,6234.4,5967.18,267.21999999999997,372.6,457.6
16,67,52,196259.89,166858.77,29401.12,16892.87,16262.91
16,71,52,122612.75,111242.29,11370.46,11383.49,10237.380000000001
16,72,52,1745849.58,1736160.05,9689.529999999997,249803.73,225840.61
16,74,52,468570.01,535049.41,-66479.4,39977.53,47626.43
16,79,52,275058.58,294988.18,-19929.600000000002,22706.43,22919.73
16,80,48,34535.03,1231.6200000000001,33303.409999999996,2295.33,-430.81
16,81,52,205829.51,210945.95,-5116.439999999999,14927.8,15719.92
16,82,52,484845.23,512417.39,-27572.16000000001,42035.03,42228.8
16,83,5,996.7,1006.9,-10.19999999999996,0,0
16,85,52,124814.79,148759.72,-23944.93,9846.8,10717.3
16,87,52,591318.55,438343.92,152974.63,50389.14,32559.809999999998
16,90,52,461971.49,327827.84,134143.65,38899.83,26062.98
16,91,52,332044.69,90176.06999999999,241868.62,25677.89,5874.59
16,92,52,1264770.51,1042398.85,222371.66,97540.58,81198.54000000001
16,93,5,4379.52,3370.06,1009.4600000000002,0,0
16,94,19,31349.440000000002,8897.24,22452.2,0,0
16,95,52,1587446.47,1369320.1300000001,218126.33999999997,115961.89,100613.97
16,96,52,8028.78,6774.69,1254.0900000000001,653.61,370.82
16,97,52,142352.62,100379.21,41973.409999999996,10275.52,6584.12
16,98,19,863.89,1066.19,-202.3,103.07,59.5
17,1,52,1295481.36,1174029.64,121451.72,87354.37,78554.8
17,2,52,2285148.69,2155348.04,129800.65000000002,185346.38,160824.15
17,3,52,1024558.8200000001,994231.49,30327.33,86139.04000000001,82310.88
17,4,52,1315161.54,1227782.31,87379.23,112160.84,102213.06
17,5,52,1484723.34,1496425.38,-11702.039999999988,217380.34,155366.84
17,6,52,266612.95,325417.94,-58804.99,36909.3,40262.22
17,7,52,1059200.03,1054280.8599999999,4919.170000000011,112924.89,100732.47
17,8,52,1066028.51,1031073.01,34955.50000000001,79056.36,74802.02
17,9,52,1463884.71,1340198.17,123686.53999999996,104005.29,73623.05
17,10,52,738248.34,736126.12,2122.2199999999903,53095.61,53129.0
17,11,52,798196.85,740289.18,57907.670000000006,72932.27,69323.8
17,12,52,403255.89,368169.66000000003,35086.229999999996,26512.16,25061.75
17,13,52,1294401.49,1257763.5,36637.990000000005,108735.78,101688.74
17,14,52,799830.1900000001,746170.18,53660.01000000001,102092.42,82234.3
17,16,52,591218.35,521770.53,69447.81999999999,7526.53,14770.490000000002
17,17,52,537033.26,546202.6,-9169.339999999997,54787.47,49108.17
17,18,34,312366.02999999997,304956.22,7409.8099999999995,44075.43,42152.56
17,19,52,208450.93,235453.4,-27002.47,12348.66,14035.949999999999
17,20,52,234112.54,225595.61000000002,8516.93,29681.97,26357.75
17,21,52,206343.65,206157.53,186.12000000000398,16489.13,13341.45
17,22,52,411724.21,404757.32,6966.889999999997,50914.33,48075.65
17,23,52,748614.89,699486.84,49128.05,60238.590000000004,49862.4
17,24,52,265758.94,258994.34,6764.600000000002,21508.11,22199.69
17,25,52,291926.12,278831.36,13094.76,20272.17,22664.7
17,26,52,401610.44,406700.3,-5089.859999999997,31575.65,32642.33
17,27,52,80601.01,71332.94,9268.07,6941.65,5377.94
17,28,52,62332.58,68403.34,-6070.759999999999,4559.74,4948.58
17,29,52,135474.33,139615.43,-4141.1,12148.74,10310.05
17,30,52,116433.16,118282.37,-1849.2100000000005,6548.07,6773.84
17,31,52,88704.84,109887.3,-21182.46,6982.5599999999995,8575.41
17,32,52,329383.46,297798.38,31585.08,25413.43,18254.989999999998
